EnsemblID	Symbol	RA_1	RA_2	RA_3	TGFb_1	TGFb_2	TGFb_3	RA_TGFb_1	RA_TGFb_2	RA_TGFb_3	WT_1	WT_2	WT_3
ENSMUSG00000036273	Lrrk2	3	5	3	76	96	83	40	88	52	15	2	18
ENSMUSG00000083083	Gm15382	0	0	0	1	0	1	0	1	0	0	0	0
ENSMUSG00000047295	Smgc	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044021	Muc19	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055022	Cntn1	5	14	1	68	66	41	0	4	4	2	4	2
ENSMUSG00000097068	Gm26760	1	1	2	2	1	2	2	0	3	3	1	1
ENSMUSG00000036218	Pdzrn4	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103040	Gm37304	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097989	Gm4335	11	7	6	5	1	4	4	1	6	8	3	15
ENSMUSG00000065911	Gm24447	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000036197	Gxylt1	1169	1367	972	662	621	610	546	811	667	934	888	1311
ENSMUSG00000022634	Yaf2	600	800	474	447	367	492	384	657	524	620	569	710
ENSMUSG00000088454	Gm26371	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022635	Zcrb1	526	545	478	652	640	642	533	901	739	546	480	682
ENSMUSG00000036167	Pphln1	856	1176	887	1166	1062	1167	910	1447	1241	915	969	1308
ENSMUSG00000036158	Prickle1	49	100	49	68	88	73	54	99	75	49	47	80
ENSMUSG00000022449	Adamts20	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000033356	Pus7l	202	289	211	183	171	143	140	269	230	237	259	315
ENSMUSG00000059883	Irak4	929	990	814	1125	1059	1109	941	1553	1299	995	919	1195
ENSMUSG00000022451	Twf1	868	991	915	1153	1162	1154	839	1493	1142	1074	1077	1403
ENSMUSG00000063296	Tmem117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095169	Gm25546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077447	Gm23129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100603	1700129L04Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022454	Nell2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089560	Gm24668	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045608	Dbx2	0	0	0	1	2	0	0	0	0	0	1	0
ENSMUSG00000043329	Gm8849	2	1	0	1	0	1	0	0	1	1	0	0
ENSMUSG00000097643	A130051J06Rik	10	27	11	12	15	16	16	20	23	18	23	27
ENSMUSG00000064210	Ano6	1802	2061	1774	2887	2816	2730	1951	3097	2524	2166	2253	3055
ENSMUSG00000078648	Gm17546	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092978	Gm25070	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000078925	D030018L15Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097536	2610037D02Rik	26	39	27	44	39	33	42	36	41	43	28	40
ENSMUSG00000097619	4833422M21Rik	3	0	0	0	0	0	0	1	1	0	1	0
ENSMUSG00000033237	Arid2	2442	3000	2472	2991	2642	2635	2014	3697	3093	2680	2736	3610
ENSMUSG00000093529	Gm25397	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033228	Scaf11	4575	5240	4083	4551	4453	4251	3399	5806	5203	4700	4587	5870
ENSMUSG00000023169	Slc38a1	5399	6214	5037	6006	5351	5595	4096	6542	5838	6004	6137	8332
ENSMUSG00000064928	Gm22045	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022462	Slc38a2	5843	5848	5003	6290	4926	5216	4448	6499	5559	6796	5332	7847
ENSMUSG00000102385	Gm38144	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095638	Gm8888	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022464	Slc38a4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048218	Amigo2	8	18	25	28	45	46	60	77	69	15	13	28
ENSMUSG00000044250	Pced1b	1645	1863	1844	3439	3173	3234	2466	3830	3373	2249	2292	3197
ENSMUSG00000022466	Rpap3	341	450	326	395	384	403	262	485	405	492	401	575
ENSMUSG00000022468	Endou	3	3	3	637	519	540	2	1	1	544	267	530
ENSMUSG00000022469	Rapgef3	12	9	7	231	202	179	0	1	9	338	196	264
ENSMUSG00000086601	Rapgef3os1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087397	Rapgef3os2	0	0	0	0	0	1	0	1	0	2	1	0
ENSMUSG00000081534	Slc48a1	1293	1360	955	1334	1195	1377	903	1467	1186	1485	1210	1608
ENSMUSG00000022475	Hdac7	11896	13777	12320	14431	13267	13154	11871	20115	17359	15492	13565	18395
ENSMUSG00000022479	Vdr	31	25	19	24	21	24	6	4	4	58	30	57
ENSMUSG00000089233	Gm22202	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052369	Tmem106c	457	598	391	619	516	584	409	723	665	575	505	630
ENSMUSG00000022483	Col2a1	4	4	5	11	18	12	5	10	3	14	14	18
ENSMUSG00000033075	Senp1	1795	2152	1780	2464	2268	2380	1839	3117	2708	2235	2282	3016
ENSMUSG00000088325	Gm25668	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033065	Pfkm	1018	1250	1147	971	949	973	913	1467	1356	1242	1007	1499
ENSMUSG00000097150	Gm26513	7	15	15	8	10	14	5	25	30	16	15	17
ENSMUSG00000048175	Asb8	706	892	646	857	834	894	662	1188	922	877	771	1106
ENSMUSG00000029875	Ccdc184	128	88	28	5	12	10	2	1	0	169	58	67
ENSMUSG00000075427	Olfr288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090129	Olfr287	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059460	Olfr286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048077	H1fnt	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022987	Zfp641	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062037	Olfr285	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051793	Olfr284	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056184	Olfr283	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099353	1700031M16Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063780	Olfr282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032987	Olfr281	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022991	Lalba	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000054036	Olfr279	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022992	Kansl2	887	1155	921	958	875	983	719	1204	1057	1187	1066	1434
ENSMUSG00000065336	Snora34	3	6	4	7	4	4	1	6	2	12	2	10
ENSMUSG00000106463	mmu-mir-1291	6	3	3	7	17	3	2	5	7	10	3	16
ENSMUSG00000065939	Snora2b	7	11	9	15	10	24	6	15	12	17	11	24
ENSMUSG00000011960	Ccnt1	2049	2382	2000	2212	2179	2050	1662	2734	2376	2243	2163	3121
ENSMUSG00000091050	9330020H09Rik	11	15	26	26	27	16	24	32	22	20	24	21
ENSMUSG00000022993	4930415O20Rik	0	0	2	0	0	0	0	0	0	0	0	1
ENSMUSG00000100220	Gm29331	0	1	1	2	3	9	1	0	1	5	4	11
ENSMUSG00000022994	Adcy6	149	255	492	1861	1887	1870	134	261	281	2008	1880	2909
ENSMUSG00000003352	Cacnb3	747	572	781	1018	911	906	299	552	450	1179	865	1442
ENSMUSG00000003360	Ddx23	2975	3647	3053	4049	3701	3797	2607	4803	4109	4027	3522	4953
ENSMUSG00000054855	Rnd1	28	19	10	38	26	36	2	5	3	73	50	72
ENSMUSG00000003354	Ccdc65	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000003355	Fkbp11	16	40	16	13	18	11	2	7	8	39	37	44
ENSMUSG00000051853	Arf3	6291	7140	5499	6759	5896	6618	6149	9022	7915	6607	6272	8323
ENSMUSG00000022996	Wnt10b	114	95	78	190	120	149	18	23	17	467	280	228
ENSMUSG00000022997	Wnt1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059213	Ddn	2	4	6	12	10	17	1	0	1	28	27	28
ENSMUSG00000097414	B130046B21Rik	22	4	4	22	19	11	6	3	5	33	12	34
ENSMUSG00000067713	Prkag1	1588	1784	1403	2340	2037	2097	1558	2645	2014	2094	1871	2462
ENSMUSG00000048154	Kmt2d	20698	23974	27568	27558	27253	25004	19777	30963	29961	29098	26269	38228
ENSMUSG00000023755	Rhebl1	299	358	332	411	480	422	280	442	370	520	472	622
ENSMUSG00000023000	Dhh	4	5	1	4	5	3	5	2	3	1	2	4
ENSMUSG00000022999	Lmbr1l	1685	1959	1935	3074	2644	2549	2012	3252	2612	2667	2356	3502
ENSMUSG00000023004	Tuba1b	4810	6485	3613	6250	5110	5520	856	1662	1346	7936	7219	9053
ENSMUSG00000072235	Tuba1a	1926	2289	1581	2277	1968	2056	712	1193	1014	2724	2221	2887
ENSMUSG00000097587	4930578M01Rik	0	0	2	1	1	2	0	1	0	1	0	1
ENSMUSG00000064081	Gm8973	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000043091	Tuba1c	1343	1566	961	1673	1434	1534	324	638	518	1841	1635	2124
ENSMUSG00000023484	Prph	16	20	13	4	13	7	5	9	11	19	21	20
ENSMUSG00000032783	Troap	232	237	131	448	447	388	16	67	32	510	333	498
ENSMUSG00000098698	Mir6960	1	0	0	0	1	1	0	0	0	0	0	5
ENSMUSG00000001076	C1ql4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038009	Dnajc22	2	2	0	3	3	3	0	2	1	1	1	3
ENSMUSG00000051934	Spats2	261	270	167	205	171	176	130	254	231	204	197	230
ENSMUSG00000088377	Gm25183	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087991	Gm25057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037579	Kcnh3	6	12	15	12	15	11	22	44	38	19	18	20
ENSMUSG00000037570	Mcrs1	740	847	691	850	796	775	529	1001	871	761	795	1020
ENSMUSG00000100599	1700120C14Rik	7	5	7	17	7	12	20	15	14	11	13	12
ENSMUSG00000093139	Gm25999	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078907	Fam186b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023007	Prpf40b	182	282	243	178	207	213	269	466	393	277	219	277
ENSMUSG00000023008	Fmnl3	2202	2454	1632	1405	1341	1429	1327	2513	1934	1354	961	1210
ENSMUSG00000095635	Gm22951	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023010	Tmbim6	9891	11220	8541	13501	11835	12190	10095	17012	14130	9834	9785	13150
ENSMUSG00000023009	Nckap5l	667	823	970	1131	1167	1072	943	1824	1578	938	924	1409
ENSMUSG00000089968	Nckap5los	0	2	0	1	1	1	0	1	0	0	1	0
ENSMUSG00000037525	Bcdin3d	139	215	121	242	229	232	244	382	316	223	189	261
ENSMUSG00000023011	Faim2	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096448	Gm5808	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000023013	Aqp2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044217	Aqp5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043144	Aqp6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023015	Racgap1	2906	3047	2122	5268	4130	4410	1478	2590	2019	4878	4385	5824
ENSMUSG00000023017	Asic1	1	1	1	0	0	3	0	1	1	0	0	0
ENSMUSG00000091604	Gm17349	5	1	3	4	1	4	2	4	3	4	1	6
ENSMUSG00000023018	Smarcd1	1061	1298	955	1270	1238	1409	870	1574	1440	1156	1228	1587
ENSMUSG00000089671	Gm16537	3	0	0	2	1	0	1	2	4	1	1	0
ENSMUSG00000023019	Gpd1	11	10	6	17	19	7	5	10	15	13	14	12
ENSMUSG00000023020	Cox14	779	958	618	679	572	649	665	1167	985	802	702	939
ENSMUSG00000023021	Cers5	1681	1980	1675	2193	1985	2142	2098	3345	2712	1878	1809	2334
ENSMUSG00000090406	Gm17058	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023022	Lima1	27	30	20	28	30	25	2	9	13	16	21	21
ENSMUSG00000065643	Gm25897	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092014	Gm4468	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000090500	Gm17057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037438	Gm9763	0	1	1	1	1	0	0	0	0	1	1	0
ENSMUSG00000045350	Fam186a	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000096111	Gm21917	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077443	Gm23133	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023025	Larp4	1917	2334	1527	1821	1762	1592	1293	1882	1633	1955	1710	2395
ENSMUSG00000100084	2310068J16Rik	1	1	2	2	1	1	2	3	1	3	1	0
ENSMUSG00000023026	Dip2b	1550	1766	1518	3609	3196	3342	2084	3384	2873	1926	1952	2874
ENSMUSG00000023027	Atf1	1506	1779	1332	1757	1615	1619	1298	2041	1738	1703	1590	2070
ENSMUSG00000045631	Tmprss12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054619	Mettl7a1	408	442	312	530	472	448	346	594	441	514	392	589
ENSMUSG00000058057	Mettl7a3	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000093789	Methig1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056487	Mettl7a2	0	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000093550	Higd1c	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023030	Slc11a2	1694	1968	1469	2212	1687	2141	1037	1726	1417	2735	2680	3558
ENSMUSG00000087444	Gm5475	0	2	0	1	0	1	0	1	0	1	0	7
ENSMUSG00000084688	n-R5s43	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097827	5330439K02Rik	2	7	5	7	6	7	7	14	7	7	4	3
ENSMUSG00000037353	Letmd1	1252	1456	1300	1523	1441	1417	1307	2164	1808	1474	1366	1900
ENSMUSG00000044636	Csrnp2	150	161	105	154	124	139	114	159	141	129	99	173
ENSMUSG00000009733	Tfcp2	233	287	196	248	264	280	275	519	415	179	239	322
ENSMUSG00000009739	Pou6f1	1268	1714	1783	2240	2259	2196	2546	3804	3417	1613	1777	2396
ENSMUSG00000098598	Pou6f1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093511	Gm20680	0	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000098620	Gm27209	0	1	0	0	0	4	0	1	1	1	2	0
ENSMUSG00000097093	C330013E15Rik	13	17	17	18	13	20	27	48	32	10	23	11
ENSMUSG00000000346	Dazap2	7842	9267	6956	9081	8419	8741	6622	11474	9872	8240	8370	10466
ENSMUSG00000053559	Smagp	6	8	3	2	0	4	0	4	0	6	5	6
ENSMUSG00000098112	Bin2	9088	11016	8454	10988	9975	10841	4552	8241	7195	11420	10713	15163
ENSMUSG00000098527	Mir6961	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023031	Cela1	56	58	26	52	40	52	45	71	51	68	52	51
ENSMUSG00000037280	Galnt6	2883	3734	3181	6682	6251	6289	3542	6293	5634	4385	4731	6297
ENSMUSG00000090062	Galnt6os	1	0	4	2	3	5	0	3	0	4	2	1
ENSMUSG00000023032	Slc4a8	287	306	248	585	468	507	153	200	206	592	498	583
ENSMUSG00000023033	Scn8a	0	0	0	3	1	0	0	0	0	2	0	4
ENSMUSG00000095440	Fignl2	0	2	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000047034	Ankrd33	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000530	Acvrl1	104	121	134	557	594	688	42	71	75	355	490	640
ENSMUSG00000087690	Gm16031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000532	Acvr1b	694	875	689	1475	1414	1361	1253	1989	1873	744	787	1024
ENSMUSG00000106563	mmu-mir-6962	0	0	1	1	2	0	0	0	0	0	0	0
ENSMUSG00000097915	A330009N23Rik	18	28	20	14	15	21	22	23	32	21	13	35
ENSMUSG00000000531	Grasp	188	243	179	142	130	144	114	222	213	169	166	272
ENSMUSG00000023034	Nr4a1	131	222	111	143	167	156	62	53	55	244	175	284
ENSMUSG00000037204	Atg101	610	643	456	649	525	622	472	761	614	724	619	846
ENSMUSG00000075408	6030408B16Rik	1	2	0	3	0	0	0	1	0	0	0	2
ENSMUSG00000037185	Krt80	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088459	Mir1941	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023039	Krt7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047641	Krt83	0	1	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000063971	1700011A15Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067615	Krt81	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067614	Krt86	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067613	5430421N21Rik	0	0	0	71	72	136	3	2	2	5	4	1
ENSMUSG00000044294	Krt84	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049548	Krt82	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048699	4732456N10Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105581	AC103674.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022986	Krt75	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106412	AC103674.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064232	Gm5414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095241	Gm5478	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105988	AC120787.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023041	Krt6b	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000105899	AC120787.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058354	Krt6a	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106088	AC120787.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061527	Krt5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105682	AC120787.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051879	Krt71	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067596	Krt74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056605	Krt72	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063661	Krt73	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064201	Krt2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046834	Krt1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000067594	Krt77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075402	Krt76	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105236	AC139844.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059668	Krt4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061397	Krt79	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050463	Krt78	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049382	Krt8	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000023043	Krt18	64	58	40	54	55	50	50	94	66	51	32	54
ENSMUSG00000058655	Eif4b	21164	26557	19000	16131	15072	15652	12929	22932	19366	19462	19464	25553
ENSMUSG00000037003	Tns2	167	123	87	49	48	46	41	88	71	131	113	86
ENSMUSG00000036966	Spryd3	1059	1320	1004	1251	1117	1153	1015	1682	1349	1198	1138	1341
ENSMUSG00000023046	Igfbp6	25	42	30	22	20	21	18	70	50	27	14	28
ENSMUSG00000023045	Soat2	1066	1458	1532	1374	1459	1327	2032	3761	3022	1304	1290	1718
ENSMUSG00000023044	Csad	135	158	159	262	243	298	210	409	328	220	222	267
ENSMUSG00000046897	Zfp740	3775	4319	3679	4159	3535	3773	3828	6358	5473	3907	3773	4943
ENSMUSG00000001281	Itgb7	26642	30329	25631	39937	33792	35884	21341	37791	31457	24598	24196	33156
ENSMUSG00000001288	Rarg	202	246	202	1193	1068	1165	212	338	271	810	731	923
ENSMUSG00000097050	Gm9918	0	0	0	1	0	1	0	2	0	2	0	0
ENSMUSG00000045665	Mfsd5	1088	1113	804	1125	958	1093	821	1199	1030	1123	950	1204
ENSMUSG00000058290	Espl1	918	1115	622	1611	1400	1398	54	172	74	2289	1671	2513
ENSMUSG00000001289	Pfdn5	3859	5049	3371	3894	3679	3782	3018	5586	4791	4451	4060	5052
ENSMUSG00000001285	Myg1	789	905	696	1042	969	948	758	1350	1090	962	845	1168
ENSMUSG00000036678	Aaas	1471	1683	1340	2086	2074	2025	1349	2246	1925	2637	2052	2839
ENSMUSG00000060284	Sp7	0	0	0	8	2	0	0	0	0	0	0	0
ENSMUSG00000088286	Gm23590	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001280	Sp1	3785	4564	3834	5009	4614	4503	3723	6120	5345	4284	4585	6117
ENSMUSG00000023047	Amhr2	0	1	3	2	5	3	1	5	4	0	0	9
ENSMUSG00000097234	Gm26518	13	16	7	8	11	5	14	12	16	19	7	14
ENSMUSG00000089168	Gm24128	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023048	Prr13	5627	6218	4942	11173	10011	11166	5230	9064	8171	7355	6228	8238
ENSMUSG00000056851	Pcbp2	15342	18168	12829	12608	12066	12273	9489	16700	13974	15907	14425	19921
ENSMUSG00000099112	Gm27406	0	2	1	2	2	0	2	3	1	0	0	1
ENSMUSG00000023050	Map3k12	665	714	652	676	679	661	567	862	733	711	640	954
ENSMUSG00000071586	Gm10337	0	0	0	1	1	0	2	1	0	2	0	1
ENSMUSG00000023051	Tarbp2	658	906	770	738	811	797	529	927	837	953	845	1055
ENSMUSG00000023052	Npff	41	32	27	41	62	29	38	62	54	33	30	54
ENSMUSG00000052414	Gm28047	0	0	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000099083	Atf7	1834	2476	1833	2156	2219	2074	1940	3112	2664	1802	1818	2747
ENSMUSG00000065111	Gm25141	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036305	Rpl39-ps	189	268	146	118	116	117	55	142	137	215	207	279
ENSMUSG00000062683	Atp5g2	1305	1698	1106	1044	900	1073	869	1589	1336	1279	1254	1651
ENSMUSG00000076009	Mir688	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023055	Calcoco1	1998	2141	2035	3167	3031	3117	3073	4788	4053	2080	1766	2467
ENSMUSG00000001655	Hoxc13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050328	Hoxc12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086903	Hotair	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099099	Gm27337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098572	Gm27443	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099328	Gm28011	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098541	Gm27535	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001656	Hoxc11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022484	Hoxc10	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022485	Hoxc5	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000065488	Mir196a-2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036139	Hoxc9	25	12	8	2	0	1	0	6	3	13	4	10
ENSMUSG00000001657	Hoxc8	0	1	0	0	1	1	1	1	1	0	0	0
ENSMUSG00000001661	Hoxc6	4	0	2	2	5	1	2	0	0	5	1	0
ENSMUSG00000076010	Mir615	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075394	Hoxc4	4	0	3	3	3	3	1	2	0	2	4	1
ENSMUSG00000102297	5730585A16Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101356	Gm28876	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000099758	Gm10830	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101588	Gm28265	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097003	D930007P13Rik	0	2	0	2	3	0	0	0	0	0	1	3
ENSMUSG00000036061	Smug1	441	487	456	436	442	382	372	643	552	462	420	577
ENSMUSG00000009575	Cbx5	2803	3521	2461	3881	3603	3523	2291	3704	3070	3922	3890	5433
ENSMUSG00000046434	Hnrnpa1	8368	11407	8459	7168	7317	7200	3539	6854	5678	9349	9699	13513
ENSMUSG00000058794	Nfe2	22	26	5	54	40	54	16	5	26	69	28	59
ENSMUSG00000060992	Copz1	3058	3626	2613	3548	3149	3374	2280	4016	3208	3543	3137	4282
ENSMUSG00000065560	Mir148b	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000063234	Gpr84	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000552	Zfp385a	73	33	24	94	73	109	82	148	112	106	42	98
ENSMUSG00000000555	Itga5	582	605	530	512	563	532	639	1018	858	473	377	614
ENSMUSG00000098419	Mir6963	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000104327	Gm37322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022487	Gtsf1	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000053508	BC048502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022488	Nckap1l	9296	10588	8474	10136	9032	9730	6999	11668	9921	10465	9639	13138
ENSMUSG00000022489	Pde1b	648	871	908	877	844	845	767	1353	1080	1048	953	1310
ENSMUSG00000022490	Ppp1r1a	2	1	0	0	1	0	0	1	0	0	0	1
ENSMUSG00000022491	Glycam1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060311	Mucl1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095047	Gm22852	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036925	Spt1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095122	Gm23215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096667	Gm22862	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088225	Gm22598	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051003	Olfr161	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022534	Mefv	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000095834	Tdgf1-ps1	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022529	Zfp263	1615	1992	1608	1732	1716	1677	1346	2428	2152	1750	1760	2247
ENSMUSG00000059043	Olfr15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054939	Zfp174	54	67	63	58	74	59	58	118	108	50	42	79
ENSMUSG00000039789	Zfp597	439	484	421	572	533	572	501	852	635	491	493	628
